Country,Export,Import,Total Trade,Trade Balance,Financial Year(start),Mean
ANGUILLA,0.15,0,0.15,0.15,2012,0.15
WALLIS F IS,0.16,0.02,0.18,0.15,2008,0.16499999999999998
WALLIS F IS,0.16,0,0.16,0.16,2009,0.16
TURKS C IS,0.16,0.02,0.18,0.14,2015,0.16
ST LUCIA,0.16,,,,1998,0.0
ST HELENA,0.16,,,,2015,0.0
SAHARWI A.DM RP,0.16,,,,2011,0.0
PANAMA C Z,0.16,,,,2015,0.0
PALAU,0.16,,,,2006,0.0
PALAU,0.16,0.01,0.18,0.15,2007,0.16499999999999998
NEUTRAL ZONE,0.16,,,,2011,0.0
N. MARIANA IS.,0.16,,,,2003,0.0
MONTSERRAT,0.16,0.05,0.2,0.11,2006,0.155
LIECHTENSTEIN,0.16,0.22,0.39,-0.06,2010,0.165
LESOTHO,0.16,0.16,,,1997,0.0
KIRIBATI REP,0.16,,,,2001,0.0
GREENLAND,0.16,0,0.16,0.16,2003,0.16
FR POLYNESIA,0.16,,,,1997,0.0
CHRISTMAS IS.,0.16,0.06,0.22,0.1,2000,0.16
ANGUILLA,0.16,0.19,0.35,-0.04,2018,0.155
AMERI SAMOA,0.16,1.13,1.29,-0.98,2015,0.15500000000000003
US MINOR OUTLYING ISLANDS,0.17,0.36,0.53,-0.19,2015,0.17
TURKS C IS,0.17,1.87,2.05,-1.7,2009,0.17499999999999993
TURKS C IS,0.17,0.01,0.18,0.16,2011,0.16999999999999998
TOKELAU IS,0.17,0.3,0.47,-0.13,2013,0.16999999999999998
ST HELENA,0.17,0.01,0.18,0.16,2020,0.16999999999999998
NIUE IS,0.17,,,,1997,0.0
NAURU RP,0.17,4.76,4.93,-4.58,2013,0.17499999999999982
MICRONESIA,0.17,,,,2009,0.0
MAYOTTE,0.17,,,,2016,0.0
LIECHTENSTEIN,0.17,3.68,3.85,-3.51,2007,0.17000000000000015
FR POLYNESIA,0.17,,,,2001,0.0
FALKLAND IS,0.17,,,,2003,0.0
CHANNEL IS,0.17,,,,2002,0.0
CAYMAN IS,0.17,0.03,0.19,0.14,1998,0.165
ANTARTICA,0.17,0.08,0.25,0.09,2010,0.16999999999999998
ANTARTICA,0.17,,,,2012,0.0
ANGUILLA,0.17,0.01,0.17,0.16,2010,0.165
VANUATU REP,0.18,7.29,7.47,-7.11,1999,0.17999999999999972
TURKS C IS,0.18,0.18,,,1997,0.0
NORFOLK IS,0.18,0.35,0.53,-0.17,2021,0.18
NAURU RP,0.18,1.74,1.92,-1.56,2001,0.17999999999999994
MICRONESIA,0.18,0,0.19,0.18,2012,0.185
MICRONESIA,0.18,,,,2022,0.0
KIRIBATI REP,0.18,0,0.18,0.17,2007,0.175
GREENLAND,0.18,,,,1999,0.0
COOK IS,0.18,0.01,0.19,0.17,2017,0.18
BOSNIA-HRZGOVIN,0.18,0.35,0.54,-0.17,2000,0.185
ARMENIA,0.18,0.02,0.2,0.17,1998,0.185
ANTIGUA,0.18,0.01,0.19,0.17,2000,0.18
ANGUILLA,0.18,,,,2007,0.0
ANDORRA,0.18,0.02,0.2,0.16,2004,0.18
TUVALU,0.19,,,,2004,0.0
TIMOR LESTE,0.19,,,,1999,0.0
ST HELENA,0.19,0.18,0.36,0.01,2010,0.185
NORFOLK IS,0.19,0.14,0.33,0.05,2018,0.19
LIECHTENSTEIN,0.19,1.17,1.36,-0.98,2014,0.19000000000000006
COCOS IS,0.19,,,,2005,0.0
BR VIRGN IS,0.19,,,,2001,0.0
ARUBA,0.19,,,,2003,0.0
AMERI SAMOA,0.19,,,,2001,0.0
AMERI SAMOA,0.19,0.67,0.86,-0.48,2014,0.19
TONGA,0.2,0.02,0.22,0.18,1998,0.2
TONGA,0.2,,,,1999,0.0
ST HELENA,0.2,0.02,0.22,0.18,2008,0.2
MONTSERRAT,0.2,0.01,0.21,0.19,2008,0.2
MARSHALL ISLAND,0.2,1.36,1.56,-1.16,2010,0.20000000000000007
COCOS IS,0.2,0.05,0.25,0.15,2002,0.2
CHRISTMAS IS.,0.2,0.61,0.81,-0.41,2008,0.20000000000000004
ANDORRA,0.2,0,0.2,0.19,2009,0.195
AMERI SAMOA,0.2,0,0.2,0.2,1998,0.2
AMERI SAMOA,0.2,1.13,1.33,-0.93,2007,0.2
AMERI SAMOA,0.2,0.15,0.36,0.05,2010,0.205
WALLIS F IS,0.21,,,,1997,0.0
WALLIS F IS,0.21,,,,2003,0.0
WALLIS F IS,0.21,,,,2011,0.0
TUVALU,0.21,0.05,0.26,0.17,2009,0.21500000000000002
ST VINCENT,0.21,2,2.21,-1.79,2002,0.20999999999999996
ST HELENA,0.21,0.09,0.3,0.12,2014,0.21
SAMOA,0.21,1.1,1.31,-0.89,2006,0.21000000000000002
SAMOA,0.21,0.04,0.25,0.18,2022,0.215
PALAU,0.21,0,0.21,0.21,2020,0.21
NAURU RP,0.21,15.18,15.39,-14.97,2011,0.20999999999999996
MICRONESIA,0.21,,,,2011,0.0
MARSHALL ISLAND,0.21,178.97,179.18,-178.76,2005,0.21000000000000796
LESOTHO,0.21,,,,1999,0.0
CAPE VERDE IS,0.21,0.2,0.41,0.01,2006,0.21
ANDORRA,0.21,0,0.21,0.21,2002,0.21
TUVALU,0.22,,,,2021,0.0
STATE OF PALEST,0.22,0.06,0.28,0.17,2022,0.22500000000000003
ST VINCENT,0.22,,,,2022,0.0
SOLOMON IS,0.22,2.77,3,-2.55,2005,0.2250000000000001
PALAU,0.22,0.01,0.23,0.21,2011,0.22
NORFOLK IS,0.22,0.24,0.46,-0.03,2020,0.21500000000000002
NEW CALEDONIA,0.22,0.04,0.26,0.18,1998,0.22
NAURU RP,0.22,8.11,8.33,-7.89,1999,0.2200000000000002
FAROE IS.,0.22,0.02,0.24,0.2,2005,0.22
CHANNEL IS,0.22,,,,2007,0.0
TONGA,0.23,,,,2001,0.0
TIMOR LESTE,0.23,,,,1998,0.0
SAO TOME,0.23,,,,1997,0.0
SAN MARINO,0.23,0.39,0.61,-0.16,2016,0.22499999999999998
PALAU,0.23,0.01,0.24,0.22,2008,0.22999999999999998
MICRONESIA,0.23,,,,2014,0.0
GRENADA,0.23,0.04,0.27,0.2,2004,0.23500000000000001
CHRISTMAS IS.,0.23,0.14,0.37,0.1,1999,0.235
TOKELAU IS,0.24,0.24,,,1998,0.0
NORFOLK IS,0.24,0.02,0.26,0.21,2002,0.235
NORFOLK IS,0.24,0.14,0.38,0.11,2011,0.245
FAROE IS.,0.24,0.18,0.42,0.06,2007,0.24
ST VINCENT,0.25,2.3,2.55,-2.05,2004,0.25
SOLOMON IS,0.25,4.14,4.39,-3.89,2001,0.24999999999999978
SAO TOME,0.25,0,0.25,0.24,2022,0.245
SAN MARINO,0.25,0.15,0.4,0.09,2019,0.245
SAN MARINO,0.25,0.08,0.34,0.17,2020,0.255
NORFOLK IS,0.25,,,,1998,0.0
MONTSERRAT,0.25,0.06,0.31,0.2,2005,0.255
LESOTHO,0.25,,,,2001,0.0
GREENLAND,0.25,0.04,0.28,0.21,2001,0.245
FR POLYNESIA,0.25,,,,2003,0.0
COCOS IS,0.25,,,,2006,0.0
BR VIRGN IS,0.25,11.03,11.28,-10.77,2020,0.2549999999999999
ANTIGUA,0.25,,,,2002,0.0
ANDORRA,0.25,0.03,0.28,0.22,2011,0.25
VANUATU REP,0.26,,,,1998,0.0
TURKS C IS,0.26,,,,2018,0.0
SOLOMON IS,0.26,0.29,0.55,-0.04,2004,0.255
SAN MARINO,0.26,0.52,0.78,-0.26,2015,0.26
FALKLAND IS,0.26,0.01,0.27,0.24,2006,0.255
COCOS IS,0.26,,,,2001,0.0
BELIZE,0.26,0.26,,,2001,0.0
ANDORRA,0.26,5.28,5.54,-5.02,2014,0.26000000000000023
AMERI SAMOA,0.26,0,0.27,0.26,2003,0.265
ST KITT N A,0.27,1.22,1.49,-0.95,2022,0.27
SAMOA,0.27,,,,2004,0.0
PITCAIRN IS.,0.27,,,,2010,0.0
N. MARIANA IS.,0.27,0.02,0.29,0.25,2018,0.27
LIECHTENSTEIN,0.27,0.85,1.13,-0.58,2012,0.27499999999999997
GREENLAND,0.27,0.02,0.29,0.25,2011,0.27
GIBRALTAR,0.27,0.09,0.36,0.17,2012,0.265
FAROE IS.,0.27,,,,2020,0.0
FAROE IS.,0.27,,,,2021,0.0
EQUTL GUINEA,0.27,,,,2000,0.0
COOK IS,0.27,0.02,0.29,0.25,2018,0.27
BERMUDA,0.27,,,,2002,0.0
ANGUILLA,0.27,,,,2004,0.0
ANDORRA,0.27,,,,2001,0.0
ANDORRA,0.27,0.01,0.27,0.26,2010,0.265
TOKELAU IS,0.28,,,,1999,0.0
NORFOLK IS,0.28,0.01,0.3,0.27,2016,0.28500000000000003
MONTSERRAT,0.28,,,,2011,0.0
GUAM,0.28,,,,2013,0.0
C AFRI REP,0.28,,,,1999,0.0
BOSNIA-HRZGOVIN,0.28,0.01,0.3,0.27,1999,0.28500000000000003
AMERI SAMOA,0.28,83.73,84.01,-83.46,2006,0.2750000000000057
TOKELAU IS,0.29,0.15,0.44,0.14,2002,0.29000000000000004
ST LUCIA,0.29,,,,1999,0.0
SAN MARINO,0.29,0.07,0.36,0.21,2021,0.285
PACIFIC IS,0.29,,,,2022,0.0
N. MARIANA IS.,0.29,0.29,0.58,0,2020,0.29
CAYMAN IS,0.29,0.03,0.31,0.26,2010,0.28500000000000003
BR VIRGN IS,0.29,0,0.29,0.29,1999,0.29
ANTIGUA,0.29,,,,1999,0.0
AMERI SAMOA,0.29,0.29,0.59,0,2005,0.295
WALLIS F IS,0.3,,,,1998,0.0
SOLOMON IS,0.3,1.27,1.58,-0.97,2002,0.30500000000000005
SOLOMON IS,0.3,1.97,2.26,-1.67,2006,0.29499999999999993
NEW CALEDONIA,0.3,0.19,0.49,0.11,1999,0.3
MICRONESIA,0.3,,,,2017,0.0
KIRIBATI REP,0.3,,,,2022,0.0
GUAM,0.3,,,,2000,0.0
GIBRALTAR,0.3,,,,2001,0.0
FR GUIANA,0.3,0.03,0.34,0.27,2022,0.30500000000000005
FAROE IS.,0.3,0.01,0.31,0.29,2017,0.3
TONGA,0.31,1.1,1.42,-0.79,2002,0.31499999999999995
ST KITT N A,0.31,,,,2003,0.0
NAURU RP,0.31,23.28,23.59,-22.97,2021,0.3100000000000005
MONACO,0.31,2.17,2.48,-1.86,2013,0.30999999999999994
LAO PD RP,0.31,0.01,0.32,0.29,1997,0.305
AMERI SAMOA,0.31,0.42,0.74,-0.11,2002,0.315
AMERI SAMOA,0.31,0.3,0.61,0.01,2017,0.31
WALLIS F IS,0.32,,,,1999,0.0
VIRGIN IS US,0.32,0.01,0.33,0.32,1998,0.325
TURKS C IS,0.32,,,,2004,0.0
TURKS C IS,0.32,0.05,0.37,0.28,2012,0.325
TONGA,0.32,0.2,0.52,0.12,2008,0.32
ST LUCIA,0.32,0,0.32,0.31,2001,0.315
ST HELENA,0.32,,,,1997,0.0
NIUE IS,0.32,,,,1998,0.0
NAURU RP,0.32,0.32,,,1997,0.0
MARSHALL ISLAND,0.32,0.51,0.83,-0.19,2018,0.31999999999999995
LIECHTENSTEIN,0.32,0.47,0.78,-0.15,2013,0.315
COOK IS,0.32,0,0.32,0.31,2014,0.315
COOK IS,0.32,,,,2019,0.0
CAYMAN IS,0.32,60.08,60.41,-59.76,2006,0.3249999999999993
US MINOR OUTLYING ISLANDS,0.33,0.13,0.45,0.2,2021,0.325
TONGA,0.33,,,,2000,0.0
ST HELENA,0.33,0.01,0.35,0.32,2019,0.33499999999999996
NORFOLK IS,0.33,0.07,0.4,0.26,2015,0.33
NORFOLK IS,0.33,0.45,0.78,-0.11,2019,0.335
MONTSERRAT,0.33,0,0.34,0.33,2014,0.335
LIECHTENSTEIN,0.33,0.28,0.62,0.05,2002,0.335
KIRIBATI REP,0.33,,,,2009,0.0
GREENLAND,0.33,0.08,0.41,0.26,2000,0.33499999999999996
FAROE IS.,0.33,0.03,0.36,0.3,2006,0.32999999999999996
BERMUDA,0.33,0.04,0.38,0.29,2005,0.33499999999999996
ANDORRA,0.33,0.04,0.37,0.29,2018,0.32999999999999996
TONGA,0.34,0.04,0.38,0.3,2007,0.33999999999999997
ST VINCENT,0.34,2.35,2.69,-2.01,2006,0.3400000000000001
SAO TOME,0.34,0.04,0.38,0.3,2002,0.33999999999999997
MONACO,0.34,0.01,0.35,0.33,2003,0.33999999999999997
MICRONESIA,0.34,0.01,0.35,0.33,2004,0.33999999999999997
MICRONESIA,0.34,,,,2018,0.0
LIECHTENSTEIN,0.34,0.02,0.36,0.32,2001,0.33999999999999997
LIECHTENSTEIN,0.34,0.79,1.13,-0.46,2005,0.33499999999999996
KOREA DP RP,0.34,5.47,5.8,-5.13,2021,0.33499999999999996
GIBRALTAR,0.34,0.36,0.7,-0.02,2005,0.33999999999999997
BR VIRGN IS,0.34,0,0.34,0.33,2003,0.335
TONGA,0.35,0.05,0.39,0.3,2018,0.345
ST VINCENT,0.35,,,,2012,0.0
ST HELENA,0.35,0.35,,,1998,0.0
SAMOA,0.35,,,,1997,0.0
MONTSERRAT,0.35,0.02,0.37,0.33,2003,0.35
MONACO,0.35,0.33,0.68,0.02,2008,0.35000000000000003
GUAM,0.35,0.03,0.37,0.32,2002,0.345
GUAM,0.35,1.18,1.53,-0.83,2005,0.35000000000000003
FAROE IS.,0.35,,,,1997,0.0
ST VINCENT,0.36,1.04,1.4,-0.69,2009,0.355
ST VINCENT,0.36,0,0.37,0.36,2010,0.365
SAMOA,0.36,0.06,0.42,0.3,2005,0.36
PANAMA C Z,0.36,21.41,21.77,-21.05,2013,0.35999999999999943
MICRONESIA,0.36,,,,2015,0.0
CHRISTMAS IS.,0.36,,,,2004,0.0
CHANNEL IS,0.36,,,,2006,0.0
BR VIRGN IS,0.36,14.72,15.08,-14.36,2021,0.3600000000000003
KIRIBATI REP,0.37,0.08,0.44,0.29,2012,0.365
KIRIBATI REP,0.37,0.22,0.59,0.15,2018,0.37
GREENLAND,0.37,0.16,0.53,0.21,2009,0.37
C AFRI REP,0.37,,,,1997,0.0
BR VIRGN IS,0.37,,,,2000,0.0
AMERI SAMOA,0.37,0.78,1.15,-0.41,2012,0.37
ST KITT N A,0.38,0,0.39,0.38,2006,0.385
NORFOLK IS,0.38,0.83,1.21,-0.44,2008,0.385
NORFOLK IS,0.38,0.46,0.84,-0.08,2017,0.38
N. MARIANA IS.,0.38,0.05,0.43,0.32,2021,0.375
MONACO,0.38,0.09,0.47,0.28,2005,0.375
GUAM,0.38,0.21,0.6,0.17,2004,0.385
GUAM,0.38,,,,2015,0.0
CHRISTMAS IS.,0.38,,,,2002,0.0
BOSNIA-HRZGOVIN,0.38,,,,1998,0.0
TONGA,0.39,,,,1997,0.0
TIMOR LESTE,0.39,0.04,0.44,0.35,2005,0.395
ST LUCIA,0.39,,,,2000,0.0
SAMOA,0.39,0.01,0.39,0.38,2003,0.385
MONTSERRAT,0.39,,,,2002,0.0
MARSHALL ISLAND,0.39,10.63,11.01,-10.24,2003,0.3849999999999998
KIRIBATI REP,0.39,,,,2019,0.0
CAYMAN IS,0.39,0.02,0.42,0.37,2005,0.395
CAYMAN IS,0.39,0,0.39,0.39,2012,0.39
CAPE VERDE IS,0.39,0.33,0.72,0.06,2008,0.39
BR VIRGN IS,0.39,0.16,0.55,0.23,2013,0.39
US MINOR OUTLYING ISLANDS,0.4,0.4,0.8,0,2019,0.4
MONTSERRAT,0.4,0.02,0.42,0.37,2004,0.395
KIRIBATI REP,0.4,,,,2004,0.0
CHRISTMAS IS.,0.4,0.04,0.43,0.36,2003,0.395
CHANNEL IS,0.4,0.05,0.45,0.35,2000,0.4
TURKS C IS,0.41,3.5,3.91,-3.09,2005,0.41000000000000014
TURKS C IS,0.41,0.12,0.53,0.29,2013,0.41000000000000003
TIMOR LESTE,0.41,0.05,0.46,0.36,2007,0.41000000000000003
ST VINCENT,0.41,74.24,74.65,-73.83,2005,0.4100000000000037
ST LUCIA,0.41,,,,2002,0.0
ST LUCIA,0.41,,,,2003,0.0
ST KITT N A,0.41,0.01,0.42,0.4,2005,0.41000000000000003
SAO TOME,0.41,0.02,0.43,0.4,2005,0.41500000000000004
MONACO,0.41,0.99,1.4,-0.59,2009,0.40499999999999997
GUAM,0.41,0,0.41,0.41,2014,0.41
COCOS IS,0.41,,,,2004,0.0
CAYMAN IS,0.41,,,,2001,0.0
BR VIRGN IS,0.41,6.72,7.14,-6.31,2016,0.41500000000000004
BERMUDA,0.41,0.27,0.68,0.14,2001,0.41000000000000003
CAPE VERDE IS,0.42,0,0.43,0.42,2007,0.425
BR VIRGN IS,0.42,0.87,1.28,-0.45,2010,0.41500000000000004
SAMOA,0.43,0.01,0.43,0.42,2007,0.425
N. MARIANA IS.,0.43,0.07,0.5,0.36,2008,0.43
LAO PD RP,0.43,0.13,0.56,0.3,2003,0.43000000000000005
COCOS IS,0.43,,,,2000,0.0
BR VIRGN IS,0.43,0.17,0.61,0.26,2007,0.435
BELIZE,0.43,,,,1999,0.0
ANTARTICA,0.43,0.01,0.44,0.41,2007,0.425
TONGA,0.44,0.11,0.56,0.33,2005,0.44500000000000006
SAMOA,0.44,,,,2001,0.0
KIRIBATI REP,0.44,,,,2002,0.0
EQUTL GUINEA,0.44,,,,2001,0.0
ARUBA,0.44,0.02,0.46,0.42,2004,0.44
PANAMA C Z,0.45,,,,2010,0.0
HEARD MACDONALD,0.45,,,,2010,0.0
GRENADA,0.45,0.05,0.5,0.4,2001,0.45
GRENADA,0.45,0.26,0.71,0.19,2002,0.44999999999999996
GRENADA,0.45,0.07,0.53,0.38,2008,0.455
SOLOMON IS,0.46,1.3,1.75,-0.84,1999,0.455
SOLOMON IS,0.46,2.93,3.39,-2.47,2000,0.45999999999999996
PANAMA C Z,0.46,58.6,59.06,-58.13,2011,0.46499999999999986
N. MARIANA IS.,0.46,0.18,0.63,0.28,2009,0.455
BR VIRGN IS,0.46,,,,1998,0.0
ST VINCENT,0.47,36.37,36.84,-35.89,2007,0.4750000000000014
ST LUCIA,0.47,,,,2004,0.0
LIECHTENSTEIN,0.47,0.51,0.99,-0.04,2004,0.475
KIRIBATI REP,0.47,,,,2016,0.0
GUADELOUPE,0.47,,,,1998,0.0
GREENLAND,0.47,0.06,0.52,0.41,2012,0.46499999999999997
FIJI IS,0.47,0,0.47,0.47,1997,0.47
CAPE VERDE IS,0.47,3.36,3.83,-2.89,2011,0.47
ANGUILLA,0.47,,,,2003,0.0
PANAMA C Z,0.48,8.75,9.22,-8.27,2004,0.47500000000000053
LIECHTENSTEIN,0.48,0.02,0.49,0.46,2003,0.475
CAYMAN IS,0.48,,,,2003,0.0
TONGA,0.49,0,0.49,0.49,2009,0.49
ST KITT N A,0.49,,,,2004,0.0
NORFOLK IS,0.49,0.42,0.91,0.07,2007,0.49
NORFOLK IS,0.49,0.54,1.03,-0.04,2012,0.495
MONACO,0.49,0.96,1.45,-0.47,2007,0.49
GUAM,0.49,,,,2016,0.0
BR VIRGN IS,0.49,8.57,9.06,-8.08,2019,0.4900000000000002
BOSNIA-HRZGOVIN,0.49,,,,1997,0.0
TONGA,0.5,0.16,0.66,0.34,2006,0.5
PANAMA C Z,0.5,,,,2006,0.0
FAROE IS.,0.5,,,,2003,0.0
CAPE VERDE IS,0.5,2.08,2.57,-1.58,2010,0.4949999999999999
ANGUILLA,0.5,0.18,0.69,0.32,2017,0.505
VIRGIN IS US,0.51,,,,1999,0.0
TAJIKISTAN,0.51,2.53,3.04,-2.02,1998,0.51
US MINOR OUTLYING ISLANDS,0.52,0.74,1.27,-0.22,2017,0.525
PUERTO RICO,0.52,,,,1997,0.0
MONACO,0.52,2.75,3.27,-2.23,2011,0.52
BELIZE,0.52,0,0.52,0.52,2000,0.52
ANTIGUA,0.52,,,,1997,0.0
VANUATU REP,0.53,13.63,14.16,-13.1,2003,0.5300000000000002
TURKS C IS,0.53,0.33,0.85,0.2,2006,0.525
TURKS C IS,0.53,1.57,2.1,-1.04,2008,0.53
TIMOR LESTE,0.53,0.58,1.11,-0.05,2006,0.53
ST HELENA,0.53,,,,2001,0.0
NAURU RP,0.53,0.16,0.69,0.37,2018,0.53
MONTSERRAT,0.53,0,0.53,0.52,2010,0.525
MONGOLIA,0.53,0.15,0.68,0.38,2001,0.53
MICRONESIA,0.53,,,,2019,0.0
MARTINIQUE,0.53,0,0.53,0.53,2004,0.53
MARSHALL ISLAND,0.53,9.8,10.34,-9.27,2011,0.5350000000000001
GRENADA,0.53,,,,2000,0.0
FR POLYNESIA,0.53,0.01,0.54,0.53,2004,0.535
ST KITT N A,0.54,0.09,0.63,0.45,2007,0.54
ST HELENA,0.54,,,,2002,0.0
NORFOLK IS,0.54,0.02,0.56,0.53,2006,0.545
GUAM,0.54,0.07,0.61,0.47,2008,0.54
GIBRALTAR,0.54,,,,2000,0.0
BERMUDA,0.54,,,,2000,0.0
BERMUDA,0.54,,,,2003,0.0
ST VINCENT,0.55,0,0.55,0.54,2015,0.545
ST LUCIA,0.55,3.78,4.32,-3.23,2007,0.5450000000000002
KIRIBATI REP,0.55,,,,2017,0.0
GEORGIA,0.55,,,,1998,0.0
COCOS IS,0.55,,,,1999,0.0
BR VIRGN IS,0.55,0.97,1.52,-0.42,2012,0.55
ALBANIA,0.55,0.03,0.59,0.52,1997,0.5549999999999999
NORFOLK IS,0.56,,,,2003,0.0
N. MARIANA IS.,0.56,0.23,0.78,0.33,2015,0.555
VANUATU REP,0.57,,,,1997,0.0
SAHARWI A.DM RP,0.57,,,,2001,0.0
NICARAGUA,0.57,,,,1997,0.0
MICRONESIA,0.57,0.1,0.67,0.47,2013,0.5700000000000001
CAYMAN IS,0.57,0.14,0.7,0.43,2008,0.565
TONGA,0.58,,,,2022,0.0
GUAM,0.58,0.35,0.93,0.22,2007,0.5750000000000001
GUAM,0.58,,,,2009,0.0
C AFRI REP,0.58,0,0.58,0.58,1998,0.58
AMERI SAMOA,0.58,0.96,1.54,-0.38,2020,0.5800000000000001
TURKS C IS,0.59,0.04,0.63,0.55,2022,0.5900000000000001
MARTINIQUE,0.59,0.01,0.59,0.58,2003,0.585
GRENADA,0.59,0.12,0.71,0.47,2003,0.59
FAROE IS.,0.59,0.01,0.59,0.58,2016,0.585
AMERI SAMOA,0.59,,,,1999,0.0
MACAO,0.6,3.48,4.08,-2.88,2022,0.6000000000000001
CAPE VERDE IS,0.6,,,,2004,0.0
WALLIS F IS,0.61,0.04,0.65,0.57,2006,0.61
ST VINCENT,0.61,,,,2011,0.0
GIBRALTAR,0.61,,,,1999,0.0
SWAZILAND,0.62,0.31,0.93,0.3,1998,0.615
NAURU RP,0.62,2.06,2.68,-1.44,1998,0.6200000000000001
MONTSERRAT,0.62,,,,2016,0.0
MICRONESIA,0.62,,,,2021,0.0
MARSHALL ISLAND,0.62,1.66,2.28,-1.04,2020,0.6199999999999999
GUAM,0.62,,,,2001,0.0
CUBA,0.62,5.76,6.38,-5.14,1997,0.6200000000000001
ARUBA,0.62,,,,2005,0.0
VIRGIN IS US,0.63,0.37,1,0.26,2005,0.63
ST VINCENT,0.63,12.17,12.8,-11.54,2020,0.6300000000000008
ST KITT N A,0.63,0,0.63,0.63,2012,0.63
GUADELOUPE,0.63,,,,1997,0.0
CAYMAN IS,0.63,159.55,160.18,-158.92,2007,0.6300000000000097
BERMUDA,0.63,1.3,1.94,-0.67,2004,0.635
TURKS C IS,0.64,0.01,0.65,0.63,2019,0.64
TURKS C IS,0.64,0.01,0.65,0.64,2021,0.645
MICRONESIA,0.64,,,,2010,0.0
GRENADA,0.64,0.07,0.71,0.57,2009,0.6399999999999999
BERMUDA,0.64,0.02,0.67,0.62,1997,0.645
GIBRALTAR,0.65,0,0.65,0.64,2004,0.645
TONGA,0.66,,,,2019,0.0
ST LUCIA,0.66,0,0.66,0.65,2006,0.655
ST KITT N A,0.66,0.1,0.76,0.56,2011,0.66
SAMOA,0.66,0.02,0.68,0.64,2008,0.66
PANAMA C Z,0.66,0.03,0.7,0.63,2007,0.665
NEW CALEDONIA,0.66,0.16,0.82,0.5,1997,0.6599999999999999
GUAM,0.66,0,0.66,0.66,2018,0.66
BR VIRGN IS,0.66,0.82,1.48,-0.16,2014,0.66
BELIZE,0.66,0.48,1.14,0.18,2002,0.6599999999999999
ARMENIA,0.66,0,0.66,0.66,1999,0.66
NEW CALEDONIA,0.67,1.74,2.41,-1.07,2001,0.67
MOLDOVA,0.67,0.08,0.75,0.6,1997,0.675
CAYMAN IS,0.67,0,0.68,0.67,2004,0.675
BR VIRGN IS,0.67,0.19,0.85,0.48,2005,0.665
BAHAMAS,0.67,0.03,0.7,0.63,1998,0.665
BAHAMAS,0.67,0.67,,,2001,0.0
US MINOR OUTLYING ISLANDS,0.68,0.85,1.53,-0.17,2014,0.68
NORFOLK IS,0.68,,,,2001,0.0
ARUBA,0.68,,,,2007,0.0
ANTIGUA,0.68,0.17,0.84,0.51,2022,0.675
US MINOR OUTLYING ISLANDS,0.69,0.08,0.77,0.61,2018,0.69
TOKELAU IS,0.69,0,0.69,0.69,1997,0.69
ST VINCENT,0.69,,,,2017,0.0
ST VINCENT,0.69,,,,2019,0.0
PANAMA C Z,0.69,26.97,27.65,-26.28,2009,0.6849999999999987
GUINEA BISSAU,0.69,49.34,50.03,-48.65,2006,0.6900000000000013
C AFRI REP,0.69,0.12,0.81,0.57,2003,0.69
BERMUDA,0.69,0.69,,,1999,0.0
TONGA,0.7,,,,2004,0.0
LIECHTENSTEIN,0.7,0.38,1.08,0.31,2006,0.6950000000000001
CAPE VERDE IS,0.7,0.11,0.81,0.58,2009,0.6950000000000001
BOLIVIA,0.7,0.01,0.71,0.69,1997,0.7
TIMOR LESTE,0.71,,,,2002,0.0
ST KITT N A,0.71,,,,2008,0.0
SAMOA,0.71,,,,1998,0.0
MONGOLIA,0.71,0.51,1.23,0.2,2002,0.715
KIRIBATI REP,0.71,,,,2020,0.0
AMERI SAMOA,0.71,,,,2000,0.0
TONGA,0.72,0.22,0.94,0.5,2010,0.72
MICRONESIA,0.72,,,,2020,0.0
ST VINCENT,0.73,0.02,0.75,0.71,2018,0.73
ST LUCIA,0.73,0.01,0.74,0.73,2005,0.735
SAMOA,0.73,0,0.73,0.73,2002,0.73
PANAMA C Z,0.73,,,,2012,0.0
NEW CALEDONIA,0.73,0.4,1.14,0.33,2000,0.735
LIECHTENSTEIN,0.73,0.86,1.59,-0.12,2016,0.7350000000000001
ST KITT N A,0.74,,,,2010,0.0
MONACO,0.74,0.94,1.68,-0.2,2004,0.74
GUINEA BISSAU,0.74,96.13,96.86,-95.39,2005,0.7349999999999994
GUAM,0.74,0.03,0.77,0.71,2020,0.74
COCOS IS,0.74,0.03,0.77,0.71,2011,0.74
BERMUDA,0.74,0.54,1.28,0.2,2006,0.74
NORFOLK IS,0.75,0.01,0.76,0.74,2000,0.75
MONACO,0.75,3.23,3.98,-2.48,2012,0.75
GIBRALTAR,0.75,,,,2003,0.0
FAROE IS.,0.75,7.36,8.11,-6.61,2010,0.7499999999999996
C AFRI REP,0.75,4.55,5.3,-3.8,2001,0.75
BERMUDA,0.75,64.02,64.77,-63.26,2008,0.754999999999999
ST VINCENT,0.76,0,0.76,0.76,2014,0.76
NORFOLK IS,0.76,0.16,0.92,0.6,2010,0.76
FR POLYNESIA,0.76,0.02,0.78,0.75,2005,0.765
CHANNEL IS,0.76,0.05,0.8,0.71,2001,0.755
BR VIRGN IS,0.76,0.88,1.64,-0.12,2017,0.76
TONGA,0.77,0.01,0.79,0.76,2011,0.775
SAO TOME,0.77,0.02,0.79,0.75,2011,0.77
NORFOLK IS,0.77,,,,1997,0.0
TURKS C IS,0.78,0.03,0.82,0.75,2016,0.7849999999999999
ST VINCENT,0.78,,,,2016,0.0
